booking_id,customer_id,product_id,booking_date,travel_date,return_date,num_passengers,total_value_gbp,deposit_amount_gbp,balance_due_date,status,channel,agent_id,branch_code,margin_pct,currency,exchange_rate,special_requests,insurance_included,cancellation_date,cancellation_reason,_record_hash
BKG006566,CUS00306,PKG0191,2024-04-09,2024-11-26,2024-12-13,5,26300.0,5260.0,2024-08-28,Cancelled,Phone,,,0.2064,GBP,1.0,Dietary requirements,Y,2024-04-14,Medical,5bedc92ecbf909dccada0c073e0c1bc9
BKG006567,CUS01158,PKG0103,2022-06-13,2023-02-08,2023-02-23,3,16600.0,3320.0,2022-11-10,Completed,Online,,,0.2745,GBP,1.0,Anniversary surprise,Y,,,03e44d3e0a0793e8fac4e84f6df5dfaf
BKG006568,CUS00872,PKG0041,2024-02-23,2024-04-08,2024-04-27,2,16900.0,3380.0,2024-01-09,Completed,Agent,AGT012,,0.274,GBP,1.0,Sea view room,Y,,,7ce31b8209765865bd8a9503cf793e41
BKG006569,CUS01632,PKG0038,2023-04-19,2023-11-08,2023-11-22,3,45000,9000.0,2023-08-10,Completed,Online,AGT008,,0.1801,GBP,1.0,,Y,,,540b19984687bdac206c4b393ed294a7
BKG006570,CUS01402,PKG0123,2022-01-29,2022-07-29,2022-08-17,2,8700.0,1740.0,2022-04-30,Completed,Phone,AGT003,,0.2507,GBP,1.0,Sea view room,N,,,71f02427362ad9d67df78c676bdfe652
BKG006571,CUS01450,PKG0051,2024-10-10,2025-01-21,2025-02-03,6,45000,9000.0,2024-10-23,Completed,Phone,AGT001,,0.2521,GBP,1.0,,N,,,551cf6b94700b7df87af12575d14460a
BKG006572,CUS01700,PKG0156,2024-06-10,2024-12-23,2025-01-08,2,16000.0,3200.0,2024-09-24,Completed,Phone,AGT014,,0.2272,GBP,1.0,Wheelchair accessible,Y,,,3edfb69440e7bebdb77bb0e19c7a5594
BKG006573,CUS01562,PKG0188,2024-06-26,2024-08-13,2024-08-30,4,41500.0,8300.0,2024-05-15,Completed,Referral,AGT008,,0.2451,GBP,1.0,,Y,,,be195e6398a224e9767bf2cd2e9c6689
BKG006574,CUS00407,PKG0153,2024-11-17,2025-04-09,2025-04-28,2,16600.0,3320.0,2025-01-09,Completed,Agent,AGT015,,0.2281,GBP,1.0,Sea view room,Y,,,130a91fb016e28bf8395d0807abef224
BKG006575,CUS00471,PKG0191,2024-07-17,2024-10-30,2024-11-17,3,24200.0,4840.0,2024-08-01,Completed,Agent,AGT007,,0.2593,GBP,1.0,Dietary requirements,Y,,,c3f04bb0d5584340eaebf6e950b5f2cd
BKG006576,CUS00631,PKG0134,2024-06-30,2024-10-14,2024-10-27,2,45000,9000.0,2024-07-16,Completed,Online,AGT012,,0.2062,GBP,1.0,,N,,,04a6378b5f8537fdc18c1a02f90fa94e
BKG006577,CUS01238,PKG0165,2024-11-04,2025-02-20,2025-03-01,2,18800.0,3760.0,2024-11-22,Completed,Phone,AGT014,,0.1734,GBP,1.0,Dietary requirements,Y,,,ca633d22ac547b6695f46713eb6f400f
BKG006578,CUS01418,PKG0112,2024-03-14,2024-09-11,2024-09-24,2,45000,9000.0,2024-06-13,Completed,Phone,AGT020,,0.2026,GBP,1.0,Anniversary surprise,Y,,,bfbf8b72ba940c90c8de184494ca2e96
BKG006579,CUS00748,PKG0174,2024-09-14,2025-03-22,2025-04-07,2,35500.0,7100.0,2024-12-22,Completed,Phone,AGT014,,0.2356,GBP,1.0,Anniversary surprise,N,,,17ea7541e0a766eafebc523f3aa96312
BKG006580,CUS00916,PKG0050,2023-10-23,2023-12-27,2024-01-17,3,45000,9000.0,2023-09-28,Completed,Online,AGT012,,0.1688,GBP,1.0,,Y,,,10bc84b9b34786049b6c16da02beb497
BKG006581,CUS00575,PKG0054,2024-01-05,2024-04-05,2024-04-23,2,32400.0,6480.0,2024-01-06,Completed,Online,AGT017,,0.2304,GBP,1.0,Wheelchair accessible,N,,,b2ae0dab713d8a1e96f91e55fd8cad85
BKG006582,CUS01721,PKG0190,2023-01-09,2023-08-03,2023-08-23,6,45000,9000.0,2023-05-05,Completed,Online,AGT008,,0.2432,GBP,1.0,,Y,,,904bfc40ed95b7e83c148e55cf94e731
BKG006583,CUS01328,PKG0197,2024-11-12,2024-12-31,2025-01-17,2,45000,9000.0,2024-10-02,Cancelled,Online,AGT005,,0.2296,GBP,1.0,Anniversary surprise,Y,2024-11-20,Medical,94ad358cba56bc6eeb6161308e255b93
BKG006584,CUS01577,PKG0024,2022-08-20,2023-03-24,2023-04-10,2,22200.0,4440.0,2022-12-24,Completed,Phone,AGT007,,0.2684,GBP,1.0,Wheelchair accessible,Y,,,9d75a7cf3ee9c83587b6ca3ecd4c9e85
BKG006585,CUS01422,PKG0048,2024-03-19,2024-11-13,2024-11-25,3,35500.0,7100.0,2024-08-15,Completed,Phone,AGT018,,0.275,GBP,1.0,Dietary requirements,N,,,f539813838c76de5fd1db7ce1d121f5d
BKG006586,CUS01900,PKG0087,2022-05-12,2022-12-20,2023-01-10,2,20500.0,4100.0,2022-09-21,Completed,Online,AGT013,,0.2318,GBP,1.0,Anniversary surprise,Y,,,2fcab3a58df2d7f905bc84ba7c4df7ed
BKG006587,CUS00322,PKG0132,2023-06-19,2024-01-20,2024-01-27,3,12600.0,2520.0,2023-10-22,Completed,Referral,,,0.2486,GBP,1.0,Anniversary surprise,N,,,efb56c3c67c3302e159eb99b02cd8410
BKG006588,CUS01739,PKG0032,2022-07-22,2023-02-26,2023-03-08,4,45000,9000.0,2022-11-28,Completed,Phone,,,0.1746,GBP,1.0,Anniversary surprise,Y,,,3931c252b005d3c48e3254e1372448bb
BKG006589,CUS00443,PKG0042,2023-07-31,2024-02-13,2024-02-28,2,11800.0,2360.0,2023-11-15,Completed,Phone,AGT016,,0.2606,GBP,1.0,Dietary requirements,Y,,,0774521436039fc9cec8c508d6b6f844
BKG006590,CUS00504,PKG0022,2024-09-08,2025-05-17,2025-05-28,2,12600.0,2520.0,2025-02-16,Completed,Phone,AGT015,,0.1991,GBP,1.0,Sea view room,Y,,,2c1a6c277eb3a9938cd473a13a5c641e
BKG006591,CUS01387,PKG0147,2023-02-13,2023-07-01,2023-07-12,3,10000.0,2000.0,2023-04-02,Completed,Agent,,,0.1382,GBP,1.0,,N,,,cde1f159ed549ccfe6371db74fb0f34c
BKG006592,CUS00053,PKG0069,2023-01-28,2023-05-19,2023-05-31,2,32000.0,6400.0,2023-02-18,Cancelled,Phone,,,0.2415,GBP,1.0,Dietary requirements,Y,2023-02-17,Change of plans,0a5263df483b694524e3b80fa2e027e9
BKG006593,CUS01825,PKG0126,2024-11-30,2025-05-26,2025-06-02,4,45000,9000.0,2025-02-25,Completed,Phone,AGT002,,0.1379,GBP,1.0,,N,,,bb33ad98dbb0a4349269ce6f74dec1b6
BKG006594,CUS00967,PKG0189,2024-09-17,2025-04-23,2025-05-05,3,25600.0,5120.0,2025-01-23,Completed,Phone,AGT020,,0.1675,GBP,1.0,Anniversary surprise,Y,,,a388bbb37f42ec22d982532dfc53490e
BKG006595,CUS00077,PKG0092,2024-01-01,2024-02-23,2024-03-11,6,45000,9000.0,2023-11-25,Completed,Phone,AGT005,,0.1583,GBP,1.0,,Y,,,34965e116636730f7a830110df5d258f
BKG006596,CUS01423,PKG0053,2024-10-28,2025-06-22,2025-07-11,2,45000,9000.0,2025-03-24,Cancelled,Online,AGT007,,0.2446,GBP,1.0,Dietary requirements,N,2024-11-04,Change of plans,3ca6d9048836f16dc4c9cbfb9544ffe6
BKG006597,CUS01215,PKG0009,2023-07-26,2023-11-07,2023-11-26,4,29200.0,5840.0,2023-08-09,Completed,Agent,,,0.2513,GBP,1.0,Dietary requirements,N,,,dbcd40325740cf3c14a4dbebab8bb5f2
BKG006598,CUS01278,PKG0106,2022-01-09,2022-03-16,2022-03-26,2,32300.0,6460.0,2021-12-16,Completed,Online,AGT012,,0.1897,GBP,1.0,Sea view room,N,,,dd97fdb769d5127f74402da2d8395f77
BKG006599,CUS01354,PKG0144,2024-05-19,2024-07-13,2024-07-21,2,9000.0,1800.0,2024-04-14,Completed,Online,,,0.2566,GBP,1.0,Sea view room,Y,,,25f11b01edcf7bf857468acc16fa9ec5
BKG006600,CUS00191,PKG0055,2023-04-30,2023-09-01,2023-09-09,2,11300.0,2260.0,2023-06-03,Completed,Agent,AGT007,,0.2067,GBP,1.0,,Y,,,fcbe6e4ce651bf36a4de11e9572b15ca
BKG006601,CUS00319,PKG0150,2024-12-08,2025-06-08,2025-06-15,2,34100.0,6820.0,2025-03-10,Completed,Online,AGT020,,0.1989,GBP,1.0,,N,,,ef396faf38df89292e6ff5bc63b6675a
BKG006602,CUS01957,PKG0118,2024-01-30,2024-08-01,2024-08-12,4,42500.0,8500.0,2024-05-03,Completed,Phone,AGT018,,0.1618,GBP,1.0,,N,,,8ab657f590dab3f1ab81fde8016614c4
BKG006603,CUS00991,PKG0155,2023-06-13,2023-12-14,2023-12-22,4,30700.0,6140.0,2023-09-15,Completed,Phone,AGT015,,0.2266,GBP,1.0,,Y,,,c83a0de1c7fbdd6fe14fd86562e3eb68
BKG006604,CUS00519,PKG0156,2024-10-05,2025-03-13,2025-03-27,4,32700.0,6540.0,2024-12-13,Completed,Online,,,0.2515,GBP,1.0,,N,,,b64817faf82fb7b4f715052ffe2cef38
BKG006605,CUS01680,PKG0079,2023-01-12,2023-08-04,2023-08-15,2,33700.0,6740.0,2023-05-06,Completed,Agent,AGT002,,0.2185,GBP,1.0,Wheelchair accessible,Y,,,b3827144d929d725755eea015f868237
BKG006606,CUS00282,PKG0196,2023-10-16,2023-12-17,2024-01-07,2,17000.0,3400.0,2023-09-18,Completed,Agent,AGT004,,0.2381,GBP,1.0,,N,,,1b24b72407e9374ef4a38b221ea10794
BKG006607,CUS01667,PKG0140,2022-06-08,2022-11-04,2022-11-21,2,32300.0,6460.0,2022-08-06,Completed,Agent,AGT002,,0.2049,GBP,1.0,,Y,,,dccdea8983dfe76ee6ae849a75f74c54
BKG006608,CUS00465,PKG0034,2022-02-21,2022-05-22,2022-06-05,3,45000,9000.0,2022-02-21,Completed,Phone,AGT017,,0.1449,GBP,1.0,Dietary requirements,Y,,,bfcad43e6f1b7465fcc6445a2e8e9365
BKG006609,CUS01952,PKG0041,2024-02-12,2024-10-11,2024-10-27,3,27300.0,5460.0,2024-07-13,Completed,Online,AGT001,,0.1539,GBP,1.0,Wheelchair accessible,Y,,,9414e16eb592b476239b96168d721c68
BKG006610,CUS00642,PKG0080,2024-03-26,2024-07-06,2024-07-19,2,7400.0,1480.0,2024-04-07,Cancelled,Agent,AGT020,,0.2391,GBP,1.0,Sea view room,Y,2024-04-08,Change of plans,49aef02b1693dfee5ec0ef523a0d6a7f
BKG006611,CUS00970,PKG0071,2023-11-26,2024-05-09,2024-05-22,4,45000,9000.0,2024-02-09,Completed,Agent,AGT005,,0.1329,GBP,1.0,,Y,,,a56da5d9b6e16999cf24d65a0aa95527
BKG006612,CUS01160,PKG0177,2024-06-25,2024-10-18,2024-10-25,2,25600.0,5120.0,2024-07-20,Completed,Agent,,,0.1766,GBP,1.0,,Y,,,e81496deb8ba7676ecffa11b90ab5f15
BKG006613,CUS01121,PKG0106,2024-06-07,2024-11-22,2024-12-12,2,28000.0,5600.0,2024-08-24,Completed,Agent,AGT014,,0.2703,GBP,1.0,Wheelchair accessible,Y,,,43a23b5e6c504906c9eb35dcaf5dcee4
BKG006614,CUS00707,PKG0106,2023-03-19,2023-06-09,2023-06-29,4,45000,9000.0,2023-03-11,Completed,Online,AGT020,,0.2524,GBP,1.0,Wheelchair accessible,N,,,59d161f426f6c3f75e6aa9461ead3d4c
BKG006615,CUS00430,PKG0149,2022-02-13,2022-04-27,2022-05-11,4,45000,9000.0,2022-01-27,Completed,Online,AGT011,,0.1287,GBP,1.0,,N,,,54d763ea0daf3782deafdf2adc9bedc7
BKG006616,CUS00495,PKG0043,2024-12-18,2025-03-24,2025-04-08,2,22300.0,4460.0,2024-12-24,Completed,Online,AGT013,,0.2785,GBP,1.0,,N,,,47e3cf7a01b295840477c613a93986bc
BKG006617,CUS01678,PKG0079,2024-10-31,2025-05-04,2025-05-20,2,42600.0,8520.0,2025-02-03,Cancelled,Online,AGT011,,0.2506,GBP,1.0,Wheelchair accessible,N,2024-11-26,Change of plans,17662b804121d9d240cde5827f6f27f0
BKG006618,CUS00744,PKG0104,2022-05-31,2023-01-09,2023-01-25,5,12600.0,2520.0,2022-10-11,Completed,Online,AGT016,,0.1539,GBP,1.0,,Y,,,b649675a93a0361def252f63e42b69f2
BKG006619,CUS00093,PKG0188,2023-10-26,2024-06-04,2024-06-14,3,32100.0,6420.0,2024-03-06,Completed,Agent,AGT013,,0.2012,GBP,1.0,,Y,,,2fb10c2b5725133536d0e1de68a25040
BKG006620,CUS00443,PKG0080,2023-08-10,2024-01-03,2024-01-18,3,9700.0,1940.0,2023-10-05,Cancelled,Online,,,0.164,GBP,1.0,Wheelchair accessible,Y,2023-08-18,Financial,b1ee9166adff6e8d57ccf53ee2858499
BKG006621,CUS01210,PKG0116,2024-12-31,2025-07-02,2025-07-17,2,8100.0,1620.0,2025-04-03,Completed,Agent,,,0.1992,GBP,1.0,,N,,,1d419fa0037fbeda602fff75ffcbae41
BKG006622,CUS00830,PKG0023,2024-06-26,2025-02-03,2025-02-21,2,11400.0,2280.0,2024-11-05,Completed,Phone,AGT010,,0.1791,GBP,1.0,,Y,,,d493dba69d85b0508e7fa7564c4d3638
BKG006623,CUS00316,PKG0025,2023-01-17,2023-09-11,2023-09-29,4,45000,9000.0,2023-06-13,Completed,Online,AGT010,,0.2478,GBP,1.0,Dietary requirements,Y,,,214cddc43e6100c0097d92e93ee89278
BKG006624,CUS00389,PKG0029,2022-04-23,2022-09-25,2022-10-13,5,13500.0,2700.0,2022-06-27,Completed,Agent,AGT011,,0.1438,GBP,1.0,,N,,,10428fb08a3cfd93908ad11cccd43cb2
BKG006625,CUS01858,PKG0170,2022-04-12,2022-08-24,2022-09-11,2,38900.0,7780.0,2022-05-26,Completed,Agent,AGT007,,0.206,GBP,1.0,Anniversary surprise,N,,,55091feaf4190209e1fdc71d82665ef9
BKG006626,CUS00074,PKG0178,2023-10-23,2024-04-02,2024-04-09,3,33500.0,6700.0,2024-01-03,Cancelled,Online,AGT003,,0.1743,GBP,1.0,,Y,2023-11-11,Medical,5487cd2e963475eb8468fb98c7c05134
BKG006627,CUS01472,PKG0114,2024-01-14,2024-06-14,2024-06-28,2,19200.0,3840.0,2024-03-16,Completed,Referral,,,0.2726,GBP,1.0,,Y,,,dcadb9e46c2e450fd0f532c68fe8ee29
BKG006628,CUS00946,PKG0039,2023-07-31,2023-12-25,2024-01-13,2,39100.0,7820.0,2023-09-26,Completed,Phone,AGT017,,0.2125,GBP,1.0,Wheelchair accessible,Y,,,c455495ba52b10b6f4452044b7bb8b14
BKG006629,CUS00290,PKG0193,2022-07-21,2022-10-13,2022-10-29,6,30200.0,6040.0,2022-07-15,Completed,Online,AGT017,,0.1344,GBP,1.0,Dietary requirements,N,,,332b85d6ca5b10c200681d101e0c1374
BKG006630,CUS00292,PKG0057,2024-04-21,2024-10-24,2024-11-13,3,45000,9000.0,2024-07-26,Completed,Phone,AGT005,,0.125,GBP,1.0,Dietary requirements,Y,,,f97893c359a21c61e9905b8a71f3ceb5
BKG006631,CUS01242,PKG0077,2023-07-04,2024-01-24,2024-02-07,2,18500.0,3700.0,2023-10-26,Completed,Online,AGT011,,0.1278,GBP,1.0,Wheelchair accessible,N,,,e84f1ca2042193cdf71e9d02af80f895
BKG006632,CUS01148,PKG0087,2023-11-18,2024-07-23,2024-08-12,4,39700.0,7940.0,2024-04-24,Completed,Online,AGT015,,0.2762,GBP,1.0,Dietary requirements,Y,,,17f460afa80c8b293a4e34c455cdec00
BKG006633,CUS00404,PKG0044,2023-01-03,2023-07-09,2023-07-26,5,45000,9000.0,2023-04-10,Completed,Online,AGT011,,0.2684,GBP,1.0,,Y,,,f9bef3bd7bd0e7b2e4e38a3382e8db76
BKG006634,CUS00807,PKG0027,2022-05-05,2022-07-20,2022-08-07,1,11400.0,2280.0,2022-04-21,Completed,Phone,AGT011,,0.1515,GBP,1.0,Anniversary surprise,N,,,8f2396a4cea560b997e81079979a7318
BKG006635,CUS01532,PKG0025,2024-11-10,2025-02-06,2025-02-18,4,45000,9000.0,2024-11-08,Completed,Agent,AGT012,,0.1998,GBP,1.0,Anniversary surprise,Y,,,2388d6f3da4bee1831b38ef4694e91a5
BKG006636,CUS00890,PKG0053,2024-05-04,2024-12-15,2024-12-25,3,45000,9000.0,2024-09-16,Cancelled,Agent,AGT006,,0.1918,GBP,1.0,,N,2024-06-02,Financial,7f70ee669fd092e511be57d25ed55d7c
BKG006637,CUS01061,PKG0167,2023-03-26,2023-11-06,2023-11-14,4,22400.0,4480.0,2023-08-08,Completed,Referral,AGT002,,0.1779,GBP,1.0,,Y,,,fc483374a2da9fb15b0b867ed7331912
BKG006638,CUS01151,PKG0043,2022-08-22,2023-03-27,2023-04-16,2,20400.0,4080.0,2022-12-27,Completed,Online,,,0.1216,GBP,1.0,Anniversary surprise,N,,,5f77ad5293b0326254707560a0a04212
BKG006639,CUS00749,PKG0042,2024-03-20,2024-10-22,2024-11-05,1,5600.0,1120.0,2024-07-24,Completed,Online,AGT019,,0.2363,GBP,1.0,Dietary requirements,N,,,e031da7c21ee20752bb82e393de4d4f7
BKG006640,CUS00650,PKG0101,2024-03-14,2024-11-13,2024-11-22,6,45000,9000.0,2024-08-15,Completed,Phone,AGT006,,0.2396,GBP,1.0,,Y,,,c7b5d098e4304f6eb3338229ef2da04f
BKG006641,CUS00541,PKG0179,2024-08-28,2025-03-12,2025-03-29,3,37800.0,7560.0,2024-12-12,Completed,Agent,,,0.1654,GBP,1.0,Dietary requirements,N,,,3d978fc56c16849f72a4cf14527a0aef
BKG006642,CUS01621,PKG0166,2022-07-13,2023-02-18,2023-03-08,2,21700.0,4340.0,2022-11-20,Completed,Online,AGT004,,0.2786,GBP,1.0,Wheelchair accessible,N,,,f8491f93495e3714db43ad575d4595e3
BKG006643,CUS00834,PKG0040,2024-08-30,2025-03-18,2025-04-08,3,37800.0,7560.0,2024-12-18,Completed,Phone,AGT019,,0.2589,GBP,1.0,,Y,,,8cba2eba1a2970ebc52c3aed20c89ce9
BKG006644,CUS01054,PKG0035,2023-02-20,2023-09-24,2023-10-10,2,18600.0,3720.0,2023-06-26,Completed,Agent,,,0.2567,GBP,1.0,Dietary requirements,Y,,,7751e248c731b79e7a9a9ada048ad167
BKG006645,CUS00296,PKG0135,2024-11-13,2025-03-14,2025-04-03,2,31400.0,6280.0,2024-12-14,Completed,Agent,AGT004,,0.2582,GBP,1.0,,Y,,,46306f31411c7cfe2807915eb1cef1f1
BKG006646,CUS00996,PKG0186,2022-06-30,2023-03-01,2023-03-20,2,28200.0,5640.0,2022-12-01,Completed,Online,AGT010,,0.1301,GBP,1.0,Wheelchair accessible,Y,,,2d3df2b86af9aa4bd1507bd93a2552d0
BKG006647,CUS01098,PKG0088,2022-01-14,2022-08-10,2022-08-22,2,17800.0,3560.0,2022-05-12,Cancelled,Agent,AGT017,,0.1814,GBP,1.0,Wheelchair accessible,N,2022-02-09,Work commitments,df6ff718f4de0364da6412eb599fb8b6
BKG006648,CUS01819,PKG0137,2022-07-08,2023-01-24,2023-02-01,2,25900.0,5180.0,2022-10-26,Completed,Phone,,,0.1241,GBP,1.0,Dietary requirements,Y,,,76c7c4249e66609bc123ba46c96c9297
BKG006649,CUS00842,PKG0199,2022-08-11,2022-11-14,2022-12-05,4,13300.0,2660.0,2022-08-16,Completed,Phone,,,0.2398,GBP,1.0,Sea view room,Y,,,c2e8625f4481ea572b8e36366b3fe5f4
BKG006650,CUS01743,PKG0008,2022-01-13,2022-06-17,2022-06-29,2,8000.0,1600.0,2022-03-19,Completed,Phone,AGT016,,0.232,GBP,1.0,Dietary requirements,N,,,2699881ee8678696e4ae0da4ed5ea01e
BKG006651,CUS01875,PKG0182,2024-03-10,2024-06-22,2024-07-03,3,33000.0,6600.0,2024-03-24,Completed,Phone,AGT010,,0.2309,GBP,1.0,Dietary requirements,Y,,,d21e85107c57450e36c79675cea490f8
BKG006652,CUS00408,PKG0085,2022-09-30,2023-01-11,2023-01-30,2,21500.0,4300.0,2022-10-13,Completed,Online,AGT009,,0.1587,GBP,1.0,Wheelchair accessible,Y,,,b3c31aad23a600b77e690137b0a7c941
BKG006653,CUS01879,PKG0133,2023-02-12,2023-07-21,2023-08-01,2,32100.0,6420.0,2023-04-22,Cancelled,Agent,AGT013,,0.1662,GBP,1.0,Sea view room,N,2023-02-15,Medical,a89daaec07d82ed711219fe3b099a7ea
BKG006654,CUS00001,PKG0030,2024-01-19,2024-05-27,2024-06-08,2,18000.0,3600.0,2024-02-27,Completed,Referral,AGT004,,0.2617,GBP,1.0,Sea view room,Y,,,2d87902b642883481e62ad912768740e
BKG006655,CUS00677,PKG0029,2022-06-14,2023-02-17,2023-03-01,2,5700.0,1140.0,2022-11-19,Completed,Agent,AGT014,,0.1362,GBP,1.0,Sea view room,Y,,,dfa98f9b4980db3cf140fbd3b3b9321e
BKG006656,CUS00468,PKG0186,2022-09-19,2023-02-16,2023-02-26,2,25000.0,5000.0,2022-11-18,Completed,Online,,,0.2423,GBP,1.0,Sea view room,Y,,,8e76628011a5a274ad3bdbdd8eb30f0f
BKG006657,CUS00002,PKG0027,2024-10-03,2025-03-20,2025-04-09,6,45000,9000.0,2024-12-20,Completed,Agent,,,0.2142,GBP,1.0,Sea view room,Y,,,1386b902816e769c65a4b38047d96f9c
BKG006658,CUS01513,PKG0164,2023-10-08,2024-04-01,2024-04-19,2,33600.0,6720.0,2024-01-02,Completed,Agent,AGT014,,0.2362,GBP,1.0,Dietary requirements,Y,,,370ee916ddf5a67002678093242b1786
BKG006659,CUS00826,PKG0164,2023-09-15,2024-02-16,2024-03-01,4,45000,9000.0,2023-11-18,Cancelled,Online,AGT002,,0.1573,GBP,1.0,Dietary requirements,Y,2023-10-14,Medical,6ebec53e0e84740e2ea40eb47e23b4eb
BKG006660,CUS00791,PKG0050,2023-10-14,2024-02-06,2024-02-13,2,43100.0,8620.0,2023-11-08,Completed,Online,AGT011,,0.1933,GBP,1.0,,Y,,,8e384eccd1280971ddab0ef2a20f0c56
BKG006661,CUS01804,PKG0015,2022-09-16,2023-02-18,2023-03-11,2,16300.0,3260.0,2022-11-20,Cancelled,Phone,AGT008,,0.2744,GBP,1.0,Anniversary surprise,Y,2022-10-05,Medical,30e71a53a3c2c576139923da63e2afdf
BKG006662,CUS01923,PKG0147,2022-10-06,2023-06-01,2023-06-15,2,6800.0,1360.0,2023-03-03,Completed,Online,,,0.1527,GBP,1.0,,Y,,,f94080da180f4aa1191b61ab35947303
BKG006663,CUS00833,PKG0115,2023-01-18,2023-06-26,2023-07-05,2,24700.0,4940.0,2023-03-28,Completed,Referral,,,0.1232,GBP,1.0,Sea view room,N,,,e8aecfb892290479bd7a135f74cfcd68
BKG006664,CUS01012,PKG0017,2023-05-20,2024-01-07,2024-01-22,2,6500.0,1300.0,2023-10-09,Completed,Agent,AGT003,,0.1349,GBP,1.0,,Y,,,579f05e61e392aa1638c37a00aee2fe8
BKG006665,CUS01109,PKG0110,2023-10-25,2024-05-25,2024-06-02,2,8500.0,1700.0,2024-02-25,Completed,Online,AGT020,,0.2321,GBP,1.0,Sea view room,Y,,,ade6428715bb4db99a88d3a007c99647
BKG006666,CUS01202,PKG0135,2024-11-13,2025-05-01,2025-05-19,3,37400.0,7480.0,2025-01-31,Cancelled,Phone,AGT008,,0.1551,GBP,1.0,Anniversary surprise,N,2024-12-13,Work commitments,b5421257b9e65687ff605cea900812ba
BKG006667,CUS01135,PKG0081,2024-02-06,2024-05-18,2024-06-06,2,5600.0,1120.0,2024-02-18,Completed,Online,AGT019,,0.2698,GBP,1.0,Dietary requirements,N,,,19e07a3324f1c6e02835ae9b94ae35f0
BKG006668,CUS00513,PKG0021,2022-01-22,2022-08-26,2022-09-09,6,45000,9000.0,2022-05-28,Completed,Agent,AGT018,,0.1877,GBP,1.0,Sea view room,Y,,,6e283855eaf50375d7f71881eb513c57
BKG006669,CUS00062,PKG0181,2024-11-27,2025-07-15,2025-07-26,2,9100.0,1820.0,2025-04-16,Completed,Online,AGT017,,0.153,GBP,1.0,,Y,,,1caa80dbd6db042db8aa3e435beff6ec
BKG006670,CUS01362,PKG0176,2023-03-10,2023-07-19,2023-08-08,2,45000,9000.0,2023-04-20,Completed,Phone,AGT019,,0.1747,GBP,1.0,Wheelchair accessible,N,,,d6b426c5b5e830bb9237468e53620007
BKG006671,CUS01757,PKG0080,2023-03-23,2023-07-11,2023-07-19,5,12600.0,2520.0,2023-04-12,Cancelled,Online,,,0.1447,GBP,1.0,Dietary requirements,Y,2023-03-25,Financial,486fb88616b35ed4594776c84a2a54ce
BKG006672,CUS00329,PKG0128,2022-05-03,2022-07-06,2022-07-23,2,7100.0,1420.0,2022-04-07,Completed,Phone,AGT009,,0.1286,GBP,1.0,,N,,,8ce51300f5087e5f51ff71d63df90684
BKG006673,CUS00395,PKG0078,2024-06-15,2025-02-18,2025-02-27,2,14700.0,2940.0,2024-11-20,Completed,Phone,AGT002,,0.1361,GBP,1.0,Sea view room,N,,,08c1ed277ae80c81786d1acdac690226
BKG006674,CUS01449,PKG0107,2023-12-16,2024-05-02,2024-05-16,6,40700.0,8140.0,2024-02-02,Completed,Referral,AGT009,,0.2655,GBP,1.0,Wheelchair accessible,Y,,,b94b2641e9c472f2fbe742020abdfbae
BKG006675,CUS01020,PKG0110,2024-11-05,2025-06-10,2025-06-30,2,14000.0,2800.0,2025-03-12,Completed,Phone,AGT011,,0.2001,GBP,1.0,Dietary requirements,Y,,,d543c063422fbf020f47cedde872d7ad
BKG006676,CUS01635,PKG0134,2022-12-01,2023-04-05,2023-04-16,4,45000,9000.0,2023-01-05,Completed,Agent,AGT020,,0.1697,GBP,1.0,Anniversary surprise,Y,,,35c76f274065853242f44abd85162956
BKG006677,CUS01144,PKG0144,2022-06-06,2023-01-25,2023-02-08,2,12100.0,2420.0,2022-10-27,Cancelled,Online,AGT009,,0.1525,GBP,1.0,Dietary requirements,Y,2022-06-10,Work commitments,f67b4277e907b2ccb4d232ecf7c1557c
BKG006678,CUS00706,PKG0024,2022-03-04,2022-10-09,2022-10-17,4,24000.0,4800.0,2022-07-11,Cancelled,Online,,,0.2449,GBP,1.0,,N,2022-03-21,Financial,c4e438ccb83aedb77bea0da46cd74206
BKG006679,CUS00897,PKG0144,2024-01-05,2024-07-31,2024-08-18,2,13400.0,2680.0,2024-05-02,Completed,Online,AGT014,,0.1739,GBP,1.0,Sea view room,Y,,,ae83a4cdef73abad1e235f7e318ed6ee
BKG006680,CUS00480,PKG0196,2024-04-05,2024-08-17,2024-09-02,2,19700.0,3940.0,2024-05-19,Completed,Phone,,,0.1914,GBP,1.0,Wheelchair accessible,Y,,,98e0854b417cef9d8e891df5c9342353
BKG006681,CUS01660,PKG0158,2023-07-13,2024-01-18,2024-01-27,2,30600.0,6120.0,2023-10-20,Completed,Agent,AGT007,,0.2734,GBP,1.0,Anniversary surprise,Y,,,67409f7e26c99bddd5b9ad68316fe154
BKG006682,CUS00211,PKG0159,2023-01-18,2023-06-23,2023-07-13,2,15600.0,3120.0,2023-03-25,Completed,Online,AGT015,,0.1455,GBP,1.0,,N,,,eea48a9bb5ab0de92315976ef035b841
BKG006683,CUS00724,PKG0068,2023-05-24,2024-01-19,2024-01-27,6,45000,9000.0,2023-10-21,Completed,Agent,,,0.2179,GBP,1.0,,Y,,,ffcd7e55e06655bd6871349728b2359e
