interaction_id,customer_id,interaction_date,interaction_time,channel,interaction_type,duration_mins,outcome,agent_id,destination_interest,budget_range,travel_party_size,referral_source,is_converted
INT0016579,CUS01297,2024-08-20,09:45,Phone,Enquiry,46,No-action,AGT005,Cambodia,"£3,000 - £5,000",5,Repeat customer,N
INT0016580,CUS00385,2024-03-07,09:30,Phone,Booking,56,Converted,AGT003,Machu Picchu,"£3,000 - £5,000",2,Social media,Y
INT0016581,CUS00204,2023-09-02,11:30,WhatsApp,Quote,4,Converted,AGT004,Santorini,"£10,000 - £20,000",2,Repeat customer,Y
INT0016582,CUS00071,2023-01-15,15:45,Phone,Quote,10,Converted,AGT017,Vietnam,"£10,000 - £20,000",1,Repeat customer,Y
INT0016583,CUS01020,2023-07-10,16:15,Web,Enquiry,18,No-action,,Bali,"£3,000 - £5,000",6,,N
INT0016584,CUS01451,2024-02-12,14:15,Email,Enquiry,15,No-action,AGT001,Maldives,"£20,000+",5,,N
INT0016585,CUS01450,2023-09-26,12:15,In-Store,Complaint,27,Follow-up,,Peru,"£20,000+",6,Social media,N
INT0016586,CUS01095,2024-12-01,12:45,Phone,Quote,36,No-action,AGT006,Seychelles,"£5,000 - £10,000",3,Word of mouth,N
INT0016587,CUS01833,2024-01-02,17:30,Phone,Enquiry,6,Converted,,Vietnam,"£3,000 - £5,000",5,Google,Y
INT0016588,CUS00347,2023-08-01,12:45,Email,Booking,14,Converted,AGT004,Norway Fjords,"£10,000 - £20,000",1,Repeat customer,Y
INT0016589,CUS01925,2024-09-25,14:15,Web,Enquiry,10,No-action,,Bali,"£20,000+",4,Repeat customer,N
INT0016590,CUS00818,2024-05-24,13:45,Phone,Enquiry,51,No-action,AGT014,Botswana Safari,"£20,000+",4,Repeat customer,N
INT0016591,CUS01709,2023-10-21,12:15,Web,Quote,4,Follow-up,,Norway Fjords,"£3,000 - £5,000",1,Repeat customer,N
INT0016592,CUS00552,2022-10-23,10:45,In-Store,Enquiry,5,Follow-up,AGT014,Maldives,"£3,000 - £5,000",1,Social media,N
INT0016593,CUS01977,2023-09-07,11:15,In-Store,Enquiry,28,No-action,AGT009,Cinque Terre,"£3,000 - £5,000",2,,N
INT0016594,CUS00641,2023-06-29,09:00,Web,Enquiry,14,No-action,AGT019,Phuket,"£5,000 - £10,000",6,Word of mouth,N
INT0016595,CUS00743,2024-08-31,15:00,Web,Quote,16,Converted,AGT011,Norway Fjords,"£10,000 - £20,000",3,Social media,Y
INT0016596,CUS01083,2023-09-06,17:15,Web,Quote,2,No-action,AGT018,Machu Picchu,"£3,000 - £5,000",4,,N
INT0016597,CUS00058,2022-11-09,12:15,In-Store,Enquiry,46,Follow-up,AGT020,Safari Kenya,"£20,000+",6,,N
INT0016598,CUS00683,2024-05-04,16:45,Web,Enquiry,15,Converted,AGT006,Bora Bora,"£3,000 - £5,000",5,Google,Y
INT0016599,CUS00316,2022-01-03,09:00,Email,Enquiry,4,Converted,,Norway Fjords,"£20,000+",6,,Y
INT0016600,CUS01650,2022-10-07,09:00,Web,Enquiry,7,Follow-up,,Safari Tanzania,"£10,000 - £20,000",5,Social media,N
INT0016601,CUS01656,2022-08-08,10:30,WhatsApp,Booking,9,Converted,AGT015,Kerala,"£3,000 - £5,000",5,Google,Y
INT0016602,CUS01763,2024-10-02,15:30,Email,Quote,13,No-action,AGT009,Vietnam,"£10,000 - £20,000",1,Word of mouth,N
INT0016603,CUS00576,2024-03-27,10:00,Web,Quote,17,Converted,AGT018,Sri Lanka,"£3,000 - £5,000",3,Google,Y
INT0016604,CUS01630,2024-09-05,10:45,Phone,Enquiry,38,Follow-up,AGT008,Santorini,"£5,000 - £10,000",5,Repeat customer,N
INT0016605,CUS01782,2022-12-16,09:00,WhatsApp,Enquiry,11,Follow-up,AGT012,Alaska Cruise,"£5,000 - £10,000",2,,N
INT0016606,CUS00309,2022-07-25,15:30,Web,Booking,11,Converted,AGT006,Kerala,"£20,000+",3,Repeat customer,Y
INT0016607,CUS01567,2022-12-05,11:00,Web,Post-trip,10,Resolved,AGT014,New Zealand,"£10,000 - £20,000",1,Word of mouth,N
INT0016608,CUS01118,2022-07-25,11:15,Email,Enquiry,5,Converted,,Kerala,"£10,000 - £20,000",2,Word of mouth,Y
INT0016609,CUS00103,2023-09-10,12:45,In-Store,Quote,6,No-action,AGT016,Bali,"£5,000 - £10,000",1,Travel agent,N
INT0016610,CUS00981,2023-05-12,12:45,Phone,Post-trip,29,Resolved,,Cinque Terre,"£10,000 - £20,000",3,,N
INT0016611,CUS00900,2022-04-19,12:00,Email,Enquiry,20,Converted,AGT009,Kerala,"£3,000 - £5,000",2,,Y
INT0016612,CUS01866,2023-10-15,10:30,Web,Enquiry,15,Converted,,Safari Tanzania,"£20,000+",2,,Y
INT0016613,CUS00637,2022-05-20,16:45,Web,Enquiry,2,Converted,AGT003,Australia,"£20,000+",1,,Y
INT0016614,CUS01895,2022-01-14,12:45,In-Store,Enquiry,25,Converted,AGT008,Bora Bora,"£10,000 - £20,000",5,Word of mouth,Y
INT0016615,CUS01155,2022-02-25,11:00,Phone,Enquiry,18,No-action,AGT008,Bali,"£10,000 - £20,000",2,Word of mouth,N
INT0016616,CUS00565,2024-10-10,13:30,Email,Booking,11,Converted,AGT004,Vietnam,"£20,000+",5,Social media,Y
INT0016617,CUS00178,2023-09-11,17:15,Web,Enquiry,2,No-action,AGT008,Peru,"£10,000 - £20,000",5,Travel agent,N
INT0016618,CUS01187,2024-10-30,17:00,Web,Enquiry,12,No-action,,Safari Tanzania,"£5,000 - £10,000",6,Repeat customer,N
INT0016619,CUS01524,2022-07-22,11:30,Web,Quote,6,Converted,,Galápagos,"£10,000 - £20,000",5,,Y
INT0016620,CUS00287,2022-06-12,11:30,In-Store,Quote,39,Follow-up,AGT006,Alaska Cruise,"£3,000 - £5,000",3,Google,N
INT0016621,CUS01071,2024-04-28,13:45,WhatsApp,Enquiry,8,No-action,AGT005,Patagonia,"£3,000 - £5,000",4,,N
INT0016622,CUS01938,2024-06-25,15:00,Phone,Enquiry,13,Follow-up,AGT014,Australia,"£20,000+",3,Repeat customer,N
INT0016623,CUS00442,2024-11-29,11:45,Web,Enquiry,11,No-action,AGT011,Seychelles,"£3,000 - £5,000",4,Repeat customer,N
INT0016624,CUS00456,2024-07-04,12:45,Phone,Booking,31,Converted,AGT002,Patagonia,"£20,000+",4,Google,Y
INT0016625,CUS00532,2022-02-04,13:45,Web,Enquiry,11,No-action,AGT004,Japan,"£10,000 - £20,000",1,Word of mouth,N
INT0016626,CUS01221,2022-01-27,16:45,Web,Booking,2,Converted,AGT019,Svalbard,"£20,000+",4,Google,Y
INT0016627,CUS01542,2023-12-08,09:30,Web,Quote,10,Converted,,Cambodia,"£3,000 - £5,000",4,Travel agent,Y
INT0016628,CUS01508,2024-01-16,15:15,Phone,Post-trip,41,Resolved,AGT011,Vietnam,"£5,000 - £10,000",2,Social media,N
INT0016629,CUS01996,2024-11-23,10:15,Web,Enquiry,8,No-action,,Bali,"£10,000 - £20,000",5,,N
INT0016630,CUS01771,2023-05-19,13:45,Email,Post-trip,18,No-action,AGT008,Japan Winter,"£5,000 - £10,000",2,,N
INT0016631,CUS00636,2022-05-03,13:00,Phone,Quote,15,Follow-up,AGT004,Vietnam,"£20,000+",5,Travel agent,N
INT0016632,CUS01268,2022-07-31,15:15,In-Store,Enquiry,20,No-action,,Vietnam,"£20,000+",1,Social media,N
INT0016633,CUS01993,2022-05-27,09:45,Email,Quote,3,Follow-up,AGT005,Japan Winter,"£3,000 - £5,000",3,Repeat customer,N
INT0016634,CUS01221,2023-12-11,11:45,Web,Quote,15,Converted,,Cambodia,"£10,000 - £20,000",6,Repeat customer,Y
INT0016635,CUS01272,2022-01-05,11:00,Web,Quote,7,Converted,,Canada Rockies,"£10,000 - £20,000",4,Travel agent,Y
INT0016636,CUS00070,2023-07-19,12:45,Web,Enquiry,11,Follow-up,,Bora Bora,"£3,000 - £5,000",3,Social media,N
INT0016637,CUS01224,2024-05-22,11:15,Web,Post-trip,18,Resolved,,Alaska Cruise,"£5,000 - £10,000",4,Repeat customer,N
INT0016638,CUS01781,2023-06-30,17:45,Email,Enquiry,13,Converted,,Sri Lanka,"£20,000+",5,Google,Y
INT0016639,CUS00716,2024-11-17,16:45,Web,Quote,16,Converted,AGT001,Maldives,"£3,000 - £5,000",2,Social media,Y
INT0016640,CUS01269,2022-12-01,15:30,Email,Enquiry,7,Converted,AGT019,Seychelles,"£20,000+",6,Repeat customer,Y
INT0016641,CUS01960,2023-06-10,12:45,Web,Post-trip,11,Resolved,,Machu Picchu,"£5,000 - £10,000",3,Word of mouth,N
INT0016642,CUS01325,2022-09-19,09:15,Web,Quote,10,Converted,,New Zealand,"£3,000 - £5,000",3,Word of mouth,Y
INT0016643,CUS01988,2023-09-20,17:45,In-Store,Enquiry,56,Follow-up,,New Zealand,"£5,000 - £10,000",2,Social media,N
INT0016644,CUS01460,2022-02-01,13:00,Phone,Booking,41,Converted,,Canada Rockies,"£20,000+",5,Word of mouth,Y
INT0016645,CUS00688,2023-06-17,10:45,Email,Enquiry,11,Converted,,Alaska Cruise,"£5,000 - £10,000",4,Travel agent,Y
INT0016646,CUS00781,2024-09-07,14:30,WhatsApp,Quote,20,Converted,AGT002,Peru,"£3,000 - £5,000",4,Google,Y
INT0016647,CUS01890,2022-04-02,09:15,Phone,Booking,56,Converted,,Bora Bora,"£5,000 - £10,000",3,Repeat customer,Y
INT0016648,CUS01291,2024-09-17,17:30,WhatsApp,Enquiry,11,No-action,,Svalbard,"£10,000 - £20,000",3,Travel agent,N
INT0016649,CUS00145,2023-02-05,11:15,Phone,Booking,7,Converted,AGT017,Norway Fjords,"£10,000 - £20,000",3,Repeat customer,Y
INT0016650,CUS00231,2023-11-10,14:45,Email,Enquiry,5,Follow-up,,Machu Picchu,"£5,000 - £10,000",4,Repeat customer,N
INT0016651,CUS01106,2023-08-14,10:00,Phone,Post-trip,30,Resolved,AGT009,Botswana Safari,"£5,000 - £10,000",4,,N
INT0016652,CUS01131,2023-10-06,14:30,Phone,Enquiry,33,Converted,,Iceland,"£20,000+",2,Word of mouth,Y
INT0016653,CUS01946,2024-10-20,17:30,Web,Quote,14,Follow-up,,Alaska Cruise,"£5,000 - £10,000",3,Word of mouth,N
INT0016654,CUS00560,2024-12-14,12:45,Web,Enquiry,20,Converted,AGT009,Japan Winter,"£10,000 - £20,000",6,Repeat customer,Y
INT0016655,CUS00044,2022-02-24,14:00,Web,Post-trip,10,Follow-up,AGT014,Phuket,"£10,000 - £20,000",5,,N
INT0016656,CUS00331,2022-11-29,16:30,Email,Enquiry,11,Follow-up,AGT004,Japan,"£20,000+",6,,N
INT0016657,CUS01058,2022-05-03,14:30,Web,Booking,3,Converted,,Vietnam,"£20,000+",5,Social media,Y
INT0016658,CUS00978,2024-12-19,09:45,Web,Post-trip,17,Follow-up,AGT004,Tuscany,"£10,000 - £20,000",1,Social media,N
INT0016659,CUS01809,2024-07-04,14:15,Web,Enquiry,9,No-action,AGT014,Sri Lanka,"£5,000 - £10,000",3,Google,N
INT0016660,CUS01062,2023-12-23,12:30,In-Store,Booking,55,Converted,AGT003,Bali,"£3,000 - £5,000",5,Word of mouth,Y
INT0016661,CUS00306,2023-05-31,15:45,WhatsApp,Quote,20,Follow-up,,Cinque Terre,"£3,000 - £5,000",2,Travel agent,N
INT0016662,CUS00065,2022-06-28,13:45,Web,Quote,14,Converted,AGT019,Maldives,"£5,000 - £10,000",5,Google,Y
INT0016663,CUS00117,2022-11-04,15:45,Web,Complaint,12,Follow-up,,Safari Tanzania,"£20,000+",4,Travel agent,N
INT0016664,CUS00986,2023-12-15,09:45,Web,Booking,18,Converted,,Svalbard,"£10,000 - £20,000",2,Repeat customer,Y
INT0016665,CUS00262,2023-01-30,15:30,Phone,Enquiry,5,No-action,AGT005,Kerala,"£20,000+",5,Repeat customer,N
INT0016666,CUS00398,2024-12-30,17:30,Email,Post-trip,16,Resolved,,Botswana Safari,"£10,000 - £20,000",4,Social media,N
INT0016667,CUS01570,2023-04-28,10:30,Phone,Quote,51,Converted,,Patagonia,"£10,000 - £20,000",5,Travel agent,Y
INT0016668,CUS01571,2023-09-17,13:30,Phone,Enquiry,59,Follow-up,AGT009,Seychelles,"£5,000 - £10,000",2,Social media,N
INT0016669,CUS01744,2023-11-20,14:30,Web,Enquiry,5,Follow-up,,Phuket,"£3,000 - £5,000",5,Social media,N
INT0016670,CUS00678,2022-03-26,11:30,In-Store,Quote,11,Follow-up,AGT001,Norway Fjords,"£10,000 - £20,000",6,Repeat customer,N
INT0016671,CUS01919,2022-06-06,09:30,WhatsApp,Quote,5,No-action,,Cambodia,"£5,000 - £10,000",4,Travel agent,N
INT0016672,CUS00100,2024-09-19,11:45,WhatsApp,Enquiry,13,Converted,,Peru,"£5,000 - £10,000",6,Travel agent,Y
INT0016673,CUS01545,2022-08-19,14:30,Phone,Quote,21,Follow-up,,Sri Lanka,"£20,000+",6,Travel agent,N
INT0016674,CUS01241,2022-04-09,16:45,Email,Quote,12,No-action,,Sri Lanka,"£3,000 - £5,000",3,,N
INT0016675,CUS01489,2024-04-27,09:45,WhatsApp,Enquiry,18,Converted,AGT002,Japan Winter,"£10,000 - £20,000",3,Social media,Y
INT0016676,CUS01537,2023-05-23,09:30,Email,Booking,9,Converted,AGT013,Bali,"£10,000 - £20,000",5,Repeat customer,Y
INT0016677,CUS01942,2023-07-09,17:30,Email,Quote,15,No-action,,Seychelles,"£3,000 - £5,000",2,Social media,N
INT0016678,CUS00564,2023-01-26,11:15,Web,Enquiry,18,Follow-up,AGT008,Tuscany,"£10,000 - £20,000",4,Social media,N
INT0016679,CUS01224,2023-04-12,15:00,Web,Post-trip,3,Resolved,,Cambodia,"£3,000 - £5,000",6,Social media,N
INT0016680,CUS01267,2023-01-28,10:15,Web,Quote,5,Converted,,Bali,"£3,000 - £5,000",1,Social media,Y
INT0016681,CUS01177,2024-09-27,10:30,Email,Post-trip,6,Follow-up,AGT013,Peru,"£3,000 - £5,000",4,Word of mouth,N
INT0016682,CUS00148,2024-10-16,12:30,Phone,Booking,21,Converted,AGT020,Bora Bora,"£20,000+",6,Travel agent,Y
INT0016683,CUS00370,2024-08-20,10:45,Phone,Enquiry,60,Follow-up,,Phuket,"£5,000 - £10,000",6,,N
INT0016684,CUS00341,2022-02-22,17:00,Phone,Complaint,51,Follow-up,AGT018,Safari Kenya,"£10,000 - £20,000",4,Repeat customer,N
INT0016685,CUS00208,2023-02-12,10:00,Email,Enquiry,2,Converted,AGT009,Iceland,"£20,000+",2,Travel agent,Y
INT0016686,CUS01494,2022-11-21,15:00,Email,Complaint,9,Follow-up,,Bali,"£5,000 - £10,000",5,Google,N
INT0016687,CUS00691,2022-01-23,17:15,Phone,Booking,20,Converted,AGT015,Vietnam,"£3,000 - £5,000",4,Word of mouth,Y
INT0016688,CUS00508,2022-06-07,11:30,Email,Post-trip,7,Resolved,AGT008,Maldives,"£5,000 - £10,000",3,,N
INT0016689,CUS00897,2023-04-25,17:30,In-Store,Post-trip,16,Resolved,AGT006,Safari Tanzania,"£5,000 - £10,000",6,,N
INT0016690,CUS00473,2022-03-06,16:45,Phone,Quote,17,Converted,AGT019,Phuket,"£5,000 - £10,000",5,Word of mouth,Y
INT0016691,CUS01649,2023-12-30,10:15,WhatsApp,Booking,11,Converted,AGT008,Iceland,"£10,000 - £20,000",6,Repeat customer,Y
INT0016692,CUS01613,2022-05-19,16:45,In-Store,Enquiry,37,No-action,AGT003,Svalbard,"£10,000 - £20,000",4,Travel agent,N
INT0016693,CUS00078,2022-04-17,13:15,Web,Enquiry,4,Follow-up,AGT016,Alaska Cruise,"£20,000+",6,Travel agent,N
INT0016694,CUS00494,2022-05-31,09:00,Web,Booking,16,Converted,,Machu Picchu,"£10,000 - £20,000",2,,Y
INT0016695,CUS01794,2024-07-12,15:30,Phone,Booking,12,Converted,AGT011,Canada Rockies,"£3,000 - £5,000",5,Google,Y
INT0016696,CUS01868,2023-02-07,16:45,In-Store,Enquiry,53,Follow-up,AGT006,Peru,"£3,000 - £5,000",3,,N
INT0016697,CUS00874,2022-01-27,12:00,Phone,Enquiry,8,Converted,AGT014,Peru,"£10,000 - £20,000",6,Social media,Y
INT0016698,CUS00715,2022-02-06,15:30,Email,Booking,6,Converted,,Seychelles,"£3,000 - £5,000",4,Word of mouth,Y
INT0016699,CUS00329,2022-08-25,15:00,Email,Enquiry,4,No-action,AGT013,Svalbard,"£3,000 - £5,000",1,,N
INT0016700,CUS01061,2024-07-30,16:30,Phone,Post-trip,32,Resolved,AGT011,Bora Bora,"£10,000 - £20,000",4,Repeat customer,N
INT0016701,CUS00091,2024-04-01,17:00,Phone,Enquiry,28,Converted,,Machu Picchu,"£3,000 - £5,000",1,Repeat customer,Y
INT0016702,CUS01087,2023-01-17,17:15,Phone,Quote,57,No-action,AGT004,New Zealand,"£5,000 - £10,000",1,Google,N
INT0016703,CUS00299,2024-07-31,14:30,Phone,Enquiry,13,No-action,AGT003,Bali,"£3,000 - £5,000",5,Repeat customer,N
INT0016704,CUS00726,2022-09-19,15:45,Web,Quote,13,Converted,AGT006,New Zealand,"£20,000+",3,Repeat customer,Y
INT0016705,CUS01395,2024-05-02,14:45,Email,Booking,2,Converted,AGT011,Botswana Safari,"£3,000 - £5,000",3,Travel agent,Y
INT0016706,CUS01776,2024-12-15,11:15,Phone,Enquiry,21,No-action,AGT005,Botswana Safari,"£5,000 - £10,000",3,Social media,N
INT0016707,CUS01004,2024-12-24,11:00,Email,Enquiry,3,Converted,,Canada Rockies,"£3,000 - £5,000",2,Word of mouth,Y
INT0016708,CUS01626,2022-09-17,14:15,Phone,Post-trip,7,Resolved,,Santorini,"£3,000 - £5,000",2,,N
INT0016709,CUS01883,2022-10-23,12:15,Web,Enquiry,19,Follow-up,,Machu Picchu,"£5,000 - £10,000",6,Social media,N
INT0016710,CUS00733,2024-05-23,15:45,Phone,Enquiry,28,Follow-up,AGT001,Bali,"£10,000 - £20,000",4,Social media,N
INT0016711,CUS00739,2024-11-29,12:00,Web,Post-trip,13,Resolved,AGT007,Machu Picchu,"£5,000 - £10,000",4,Google,N
INT0016712,CUS01651,2024-06-13,16:00,Web,Quote,3,Converted,AGT013,Peru,"£10,000 - £20,000",3,Repeat customer,Y
INT0016713,CUS00380,2022-04-10,14:30,Phone,Enquiry,56,Converted,,Peru,"£3,000 - £5,000",6,Word of mouth,Y
INT0016714,CUS00550,2024-01-30,10:45,Web,Enquiry,4,Follow-up,AGT012,Sri Lanka,"£3,000 - £5,000",1,Google,N
INT0016715,CUS01697,2022-10-23,12:30,Phone,Enquiry,58,Follow-up,AGT010,Cinque Terre,"£20,000+",1,Google,N
INT0016716,CUS01779,2024-09-23,13:15,Email,Enquiry,12,No-action,AGT017,Seychelles,"£3,000 - £5,000",4,,N
INT0016717,CUS00341,2023-07-05,11:30,Phone,Enquiry,19,No-action,,Svalbard,"£5,000 - £10,000",2,Travel agent,N
INT0016718,CUS00457,2024-08-06,10:15,In-Store,Enquiry,28,Follow-up,AGT006,Maldives,"£10,000 - £20,000",6,,N
INT0016719,CUS00987,2022-09-06,15:30,Web,Post-trip,2,Follow-up,,Sri Lanka,"£20,000+",2,Word of mouth,N
INT0016720,CUS00430,2022-02-21,11:00,Phone,Enquiry,54,No-action,,New Zealand,"£20,000+",5,Google,N
INT0016721,CUS01305,2022-07-13,11:30,In-Store,Quote,31,Follow-up,AGT003,New Zealand,"£20,000+",5,,N
INT0016722,CUS00140,2022-07-10,17:30,In-Store,Enquiry,14,Converted,AGT009,Japan Winter,"£20,000+",6,,Y
INT0016723,CUS00090,2024-05-31,12:45,Email,Post-trip,16,Resolved,AGT017,Sri Lanka,"£3,000 - £5,000",5,,N
INT0016724,CUS00570,2023-08-10,15:45,Phone,Complaint,56,Converted,AGT014,Patagonia,"£5,000 - £10,000",3,Travel agent,Y
INT0016725,CUS00972,2022-07-30,14:45,Email,Enquiry,7,Converted,AGT009,Patagonia,"£5,000 - £10,000",5,Travel agent,Y
INT0016726,CUS01439,2022-08-01,12:00,In-Store,Enquiry,16,Converted,AGT009,Iceland,"£3,000 - £5,000",6,Repeat customer,Y
INT0016727,CUS00864,2024-07-23,10:45,Email,Quote,9,No-action,AGT002,Phuket,"£5,000 - £10,000",5,Travel agent,N
INT0016728,CUS01755,2024-11-30,14:00,Web,Quote,17,Follow-up,AGT020,Sri Lanka,"£3,000 - £5,000",4,Repeat customer,N
INT0016729,CUS00549,2022-12-28,11:00,In-Store,Quote,44,Follow-up,AGT011,Amalfi Coast,"£20,000+",3,Repeat customer,N
INT0016730,CUS00327,2022-05-04,15:00,Email,Post-trip,17,No-action,,Amalfi Coast,"£10,000 - £20,000",3,Travel agent,N
INT0016731,CUS00197,2022-06-02,10:30,Phone,Booking,52,Converted,AGT006,Safari Kenya,"£20,000+",1,Social media,Y
INT0016732,CUS01705,2023-12-28,11:30,Email,Booking,20,Converted,,Safari Kenya,"£3,000 - £5,000",2,Repeat customer,Y
INT0016733,CUS00816,2024-10-19,13:15,Phone,Quote,8,Follow-up,AGT014,Tuscany,"£5,000 - £10,000",3,Social media,N
INT0016734,CUS00904,2024-03-25,12:15,Phone,Quote,36,Converted,,Kerala,"£3,000 - £5,000",4,Social media,Y
INT0016735,CUS00935,2022-08-14,16:45,Phone,Enquiry,39,No-action,AGT017,Kerala,"£5,000 - £10,000",3,Word of mouth,N
INT0016736,CUS00713,2024-04-06,12:45,Email,Booking,18,Converted,AGT006,Safari Tanzania,"£3,000 - £5,000",4,Travel agent,Y
INT0016737,CUS00841,2022-04-05,11:15,Web,Enquiry,15,No-action,,Safari Kenya,"£5,000 - £10,000",5,,N
INT0016738,CUS00268,2022-06-18,16:45,Email,Enquiry,12,Follow-up,,Maldives,"£3,000 - £5,000",5,Social media,N
INT0016739,CUS00384,2022-06-17,13:00,Web,Enquiry,2,No-action,,Amalfi Coast,"£3,000 - £5,000",2,Travel agent,N
INT0016740,CUS01363,2023-04-28,13:30,Web,Booking,17,Converted,AGT009,Cambodia,"£20,000+",5,Word of mouth,Y
INT0016741,CUS00841,2023-02-02,10:45,Web,Booking,17,Converted,,Maldives,"£3,000 - £5,000",6,Google,Y
INT0016742,CUS00797,2023-02-25,13:00,Phone,Quote,39,Follow-up,AGT007,Iceland,"£5,000 - £10,000",5,Google,N
INT0016743,CUS00279,2023-05-13,15:00,Web,Quote,15,Converted,AGT008,Phuket,"£10,000 - £20,000",6,Google,Y
INT0016744,CUS01254,2022-11-19,11:45,Web,Complaint,18,No-action,,Maldives,"£5,000 - £10,000",2,Word of mouth,N
INT0016745,CUS00977,2024-03-02,15:15,WhatsApp,Enquiry,18,Converted,,Safari Tanzania,"£5,000 - £10,000",4,Word of mouth,Y
INT0016746,CUS01405,2022-07-10,13:00,Web,Enquiry,10,Converted,AGT008,Botswana Safari,"£10,000 - £20,000",1,Word of mouth,Y
INT0016747,CUS01631,2023-01-19,13:15,In-Store,Enquiry,42,Converted,,Patagonia,"£10,000 - £20,000",1,Google,Y
INT0016748,CUS00391,2024-08-03,17:15,Email,Quote,9,Converted,,Tuscany,"£10,000 - £20,000",3,,Y
INT0016749,CUS01452,2022-06-16,13:30,Email,Enquiry,17,Follow-up,AGT002,Bora Bora,"£20,000+",2,Google,N
INT0016750,CUS01485,2022-06-24,14:30,In-Store,Quote,20,Follow-up,AGT004,Patagonia,"£3,000 - £5,000",6,Repeat customer,N
INT0016751,CUS01925,2022-11-05,09:30,WhatsApp,Quote,5,Converted,,Svalbard,"£20,000+",1,Repeat customer,Y
INT0016752,CUS01995,2024-09-01,17:00,Phone,Booking,33,Converted,,Svalbard,"£10,000 - £20,000",3,Social media,Y
INT0016753,CUS00065,2023-03-07,11:15,Web,Quote,10,Follow-up,AGT004,Alaska Cruise,"£10,000 - £20,000",3,Google,N
INT0016754,CUS00483,2024-11-10,17:00,Phone,Enquiry,11,Converted,AGT012,Phuket,"£3,000 - £5,000",3,Social media,Y
INT0016755,CUS00356,2024-04-07,13:45,Email,Enquiry,12,Follow-up,,Galápagos,"£10,000 - £20,000",2,,N
INT0016756,CUS01391,2024-01-07,15:45,WhatsApp,Booking,10,Converted,,Galápagos,"£5,000 - £10,000",3,Google,Y
INT0016757,CUS01928,2023-06-26,12:15,Phone,Post-trip,12,Follow-up,,Japan Winter,"£10,000 - £20,000",1,Repeat customer,N
INT0016758,CUS01606,2022-09-01,09:00,Email,Booking,6,Converted,AGT002,Galápagos,"£5,000 - £10,000",1,Google,Y
INT0016759,CUS00145,2022-03-26,17:30,Phone,Enquiry,14,Converted,AGT016,Svalbard,"£3,000 - £5,000",4,Google,Y
INT0016760,CUS01804,2023-10-22,10:30,Web,Booking,4,Converted,AGT020,Svalbard,"£20,000+",5,Social media,Y
INT0016761,CUS01917,2022-11-22,13:45,Web,Enquiry,6,No-action,,Cinque Terre,"£20,000+",3,Repeat customer,N
INT0016762,CUS01156,2023-01-23,10:00,Phone,Quote,29,Follow-up,AGT005,Kerala,"£3,000 - £5,000",2,Social media,N
INT0016763,CUS00429,2023-10-14,17:45,Web,Post-trip,12,Resolved,AGT014,Australia,"£5,000 - £10,000",6,Social media,N
INT0016764,CUS01954,2024-07-11,16:00,WhatsApp,Quote,18,Follow-up,,New Zealand,"£10,000 - £20,000",2,Social media,N
INT0016765,CUS01545,2022-08-14,16:30,Web,Quote,20,Follow-up,AGT002,Botswana Safari,"£3,000 - £5,000",6,Google,N
INT0016766,CUS00784,2023-01-06,17:45,WhatsApp,Enquiry,11,Converted,AGT017,Kerala,"£20,000+",5,Travel agent,Y
INT0016767,CUS01924,2023-01-24,14:15,In-Store,Booking,38,Converted,AGT011,Svalbard,"£5,000 - £10,000",4,,Y
INT0016768,CUS01242,2024-03-29,12:00,Web,Enquiry,9,No-action,AGT005,Bora Bora,"£20,000+",4,,N
INT0016769,CUS00515,2024-07-23,16:00,Email,Quote,9,Converted,,Seychelles,"£20,000+",4,Social media,Y
INT0016770,CUS00090,2022-11-05,16:00,Web,Booking,10,Converted,AGT017,Maldives,"£5,000 - £10,000",1,Social media,Y
INT0016771,CUS01504,2024-07-01,13:30,Web,Quote,9,No-action,,Iceland,"£20,000+",6,Word of mouth,N
INT0016772,CUS00880,2022-08-12,15:15,Web,Quote,20,Converted,AGT015,Galápagos,"£3,000 - £5,000",3,Social media,Y
INT0016773,CUS01878,2022-06-24,17:15,Phone,Booking,46,Converted,AGT016,Sri Lanka,"£20,000+",2,Google,Y
INT0016774,CUS01805,2024-12-06,10:00,Web,Enquiry,7,Follow-up,AGT020,Bora Bora,"£10,000 - £20,000",1,Social media,N
INT0016775,CUS01911,2023-04-24,12:00,Web,Enquiry,5,No-action,AGT004,Rajasthan,"£20,000+",4,Social media,N
INT0016776,CUS01465,2023-05-10,17:30,Web,Enquiry,16,Converted,AGT009,Peru,"£3,000 - £5,000",5,Word of mouth,Y
INT0016777,CUS01822,2023-02-25,16:45,Email,Booking,2,Converted,,New Zealand,"£5,000 - £10,000",5,Repeat customer,Y
INT0016778,CUS00178,2024-07-14,10:00,Web,Enquiry,2,No-action,AGT009,Patagonia,"£5,000 - £10,000",2,Word of mouth,N
INT0016779,CUS01986,2022-07-03,14:30,Email,Enquiry,9,No-action,AGT014,Galápagos,"£5,000 - £10,000",1,Social media,N
INT0016780,CUS01030,2024-09-25,11:00,Phone,Enquiry,37,Converted,,Sri Lanka,"£20,000+",1,Google,Y
INT0016781,CUS01791,2023-06-12,14:30,Phone,Quote,11,Follow-up,AGT013,Galápagos,"£10,000 - £20,000",1,,N
INT0016782,CUS01631,2022-03-22,16:15,Phone,Quote,9,Follow-up,AGT012,Sri Lanka,"£3,000 - £5,000",2,,N
